,state,gender,avg_fam_income,pobc2,avggift,domain,target_d,med_fam_income_binned,med_home_val_transformed
770,OK,F,275.0,50,7,R2,10.0,Low,-0.6044143927362858
771,CA,Female,359.0,47,20,U2,25.0,Low,0.9680878755725514
772,WI,Male,269.0,84,3,R3,4.0,Low,-1.0558797641147095
773,WI,Female,323.0,85,8,C3,11.0,Low,-0.8699269783843683
774,NC,Male,422.0,66,7,R1,10.0,Low,-0.1655309418937432
775,TX,Female,453.0,63,12,C1,20.0,Moderate,-0.19748449084367958
776,WY,Male,341.0,44,18,C2,25.0,Low,-1.2116172335282034
777,NV,Male,472.0,36,8,T2,12.0,Moderate,0.41754886691431464
778,CA,Female,279.0,64,13,U2,22.0,Moderate,2.2907020662437545
779,AL,F,302.0,90,9,R2,10.0,Low,-0.776557335005888
780,IN,Female,322.0,64,6,C3,10.0,Low,-0.776557335005888
781,SC,Male,400.0,40,9,S2,10.0,Low,-0.14012045617570848
782,MT,Female,432.0,49,10,C2,10.0,Low,-0.08472026472890433
783,SC,F,401.0,11,11,T1,10.0,Low,1.1851643230108142
784,AZ,Male,485.0,21,9,S1,10.0,Moderate,-0.02283051321967248
785,NC,Female,247.0,75,10,R3,10.0,Low,-0.7563774890916369
786,NM,Female,345.0,19,14,T2,20.0,Low,-0.5904533555361516
787,NC,Male,245.0,74,4,R2,5.0,Low,-0.769798714617965
788,WI,Female,223.0,75,5,R2,6.0,Low,-0.5766233842470749
789,AZ,F,652.0,36,12,U1,20.0,Moderate,0.7883057045720608
790,ND,Male,506.0,79,3,C1,6.0,Moderate,-0.17762886099485367
791,CA,Female,263.0,70,23,R3,50.0,Low,-0.5629216556701883
792,KS,Male,388.0,75,9,R2,5.0,Low,-0.874763926150429
793,FL,Male,363.0,12,10,S2,21.0,Low,-0.31714853645508767
794,FL,Male,339.0,61,8,T2,6.0,Low,-0.5590300466871121
795,MI,Female,479.0,70,17,C2,25.0,Moderate,-0.19748449084367958
796,FL,Male,494.0,44,14,S1,25.0,Moderate,-0.31880714053213866
797,AZ,F,183.0,50,7,C3,14.0,Low,-0.867514835068486
798,OR,Female,633.0,46,42,S1,50.0,Moderate,0.13639363205688623
799,MI,Male,319.0,91,7,R2,11.0,Low,-0.769798714617965
800,FL,Male,328.0,34,10,R2,15.0,Low,-0.5746582075045895
801,CA,Male,313.0,55,4,C2,4.0,Low,0.14641095384744623
802,IL,Female,711.0,64,9,C1,15.0,Moderate,0.8031438515296574
803,KS,Female,362.0,34,6,S2,10.0,Low,-0.5037157562462286
804,TX,F,260.0,89,10,R3,21.0,Low,-1.3606638926512769
805,GA,Male,361.0,62,9,T2,17.0,Low,-0.5263563847936111
806,TX,Male,387.0,77,16,T2,20.0,Moderate,-0.7342867772622894
807,MI,Female,256.0,92,13,R3,10.0,Low,-1.2304963774435906
808,IL,Female,388.0,76,15,S3,25.0,Moderate,-0.5904533555361516
809,CA,F,930.0,42,5,S1,6.0,High,2.9429297727338124
810,NV,Female,259.0,40,12,C2,15.0,Low,-0.4814115289284936
811,TX,Male,307.0,83,7,0,7.0,Low,-0.7563774890916369
812,MI,Male,391.0,87,8,R2,15.0,Low,-0.509343917276235
813,IL,Female,304.0,77,10,S2,15.0,Low,-0.7833484365614264
814,MO,Male,575.0,58,10,C1,10.0,Moderate,0.3309789914884922
815,TX,Female,377.0,70,16,R2,20.0,Low,-0.6164875259601922
816,GA,F,432.0,43,6,C2,10.0,Low,-0.40583673287447347
817,ID,Female,265.0,48,25,R2,30.0,Low,-0.7901723842152814
818,IN,Male,275.0,85,5,C3,6.0,Low,-1.0923908148032386
819,GA,Male,476.0,37,11,S2,15.0,Moderate,-0.07187011040965571
820,IN,Male,448.0,87,5,R2,7.0,Moderate,-0.3659807262886526
821,WA,Female,427.0,52,22,S2,27.0,Moderate,0.08540389823032289
822,ID,Male,303.0,38,22,R1,25.0,Low,-0.5037157562462286
823,OK,Male,248.0,71,4,T2,5.0,Low,-0.9778793117548565
824,MI,Male,359.0,52,10,R2,20.0,Low,-0.8318271106473094
825,FL,Female,423.0,26,3,S2,3.0,Low,-0.19748449084367958
826,OR,Male,262.0,53,7,C3,11.0,Low,-0.6266250356525862
827,IL,Female,185.0,84,4,T3,5.0,Low,-1.2336704073404914
828,NE,Male,366.0,75,10,T2,15.0,Low,-0.769798714617965
829,WI,Female,517.0,77,15,C1,50.0,Moderate,-0.028361859343617426
830,SD,Male,331.0,81,13,R2,10.0,Low,-0.7168573020562669
831,MI,Male,543.0,79,5,T2,6.0,Moderate,-0.3625631903321486
832,CA,Male,526.0,35,80,S1,50.0,Moderate,2.033609220765652
833,WA,Female,569.0,49,30,C1,50.0,Moderate,-0.3271267129683724
834,AZ,F,472.0,12,10,S2,14.0,Moderate,-0.15352323033067145
835,MN,Female,507.0,69,3,C1,4.0,Moderate,-0.2067323364871082
836,TX,Female,259.0,74,7,T2,10.0,Low,-0.7233684818718156
837,GA,F,347.0,76,17,T2,21.0,Low,-0.6932327350632366
838,MO,Female,356.0,59,13,U3,23.0,Low,-0.19594836904068935
839,OK,Female,306.0,63,9,T2,15.0,Low,-0.8178041644514973
840,AZ,Male,437.0,21,22,T2,25.0,Moderate,-0.23480199406914454
841,CA,Male,729.0,46,11,S1,20.0,Moderate,2.143264943632138
842,CA,Female,424.0,21,22,C2,15.0,Low,-0.15651678659449741
843,WA,Female,443.0,41,63,0,102.0,Moderate,0.5265245093327182
844,AR,Male,461.0,70,9,T2,15.0,Low,-0.32879596866404054
845,CA,Female,903.0,47,4,S1,5.0,High,2.8968198597841748
846,KY,Female,269.0,53,9,T2,10.0,Low,-0.7519318160577074
847,LA,Male,379.0,49,18,U1,24.0,Low,0.9950671191189266
848,MI,Female,384.0,92,3,R2,3.0,Low,-0.7211947955600233
849,NV,Female,833.0,40,13,T1,30.0,High,1.3318674329513787
850,IA,Female,283.0,74,5,T2,12.0,Low,-1.0176552543036295
851,CO,Female,427.0,61,5,R2,8.0,Low,-0.6974993226726462
852,CA,Male,203.0,54,12,C3,19.0,Low,-0.37627892927851075
853,MI,Male,507.0,78,21,0,5.0,Moderate,-0.16854690334615163
854,IL,Male,463.0,63,11,C2,20.0,Moderate,-0.2827178481128565
855,MN,Female,445.0,76,5,S2,5.0,Moderate,-0.2746301884068499
856,MS,Male,294.0,16,15,0,20.0,Low,-0.5131077942523437
857,IA,Male,492.0,64,12,C1,20.0,Moderate,-0.35915318866257395
858,CA,F,977.0,24,11,U1,26.0,High,2.9260722358034457
859,MI,Male,423.0,59,7,C2,9.0,Moderate,-0.7146934717430615
860,FL,Female,432.0,15,8,S2,10.0,Moderate,-0.06335893345203354
861,CA,Male,1263.0,57,9,S1,14.0,Very High,2.96801405760005
862,NC,F,405.0,65,6,T2,13.0,Moderate,-0.3797269933666881
863,MS,F,227.0,90,7,R3,5.0,Low,-1.118276260734113
864,OR,Female,274.0,32,11,U3,10.0,Low,-0.12388855696891682
865,CA,F,729.0,56,13,U1,36.0,Moderate,1.9164675891233391
866,OR,F,441.0,28,15,U2,25.0,Low,0.003194382124109979
867,MI,F,430.0,61,38,U2,25.0,Moderate,-0.7519318160577074
868,IL,Female,624.0,74,10,S1,15.0,Moderate,0.43881749867837117
869,CO,Female,244.0,50,14,R1,25.0,Low,-0.48880960900800685
870,WA,Female,379.0,52,14,S2,20.0,Low,0.020769223587192943
871,SD,F,297.0,86,6,R2,6.0,Low,-1.418316021017234
872,CA,Male,558.0,50,12,S1,15.0,Moderate,1.5674856258475136
873,TX,Female,319.0,70,10,T2,25.0,Low,-0.6185094178333845
874,GA,Male,509.0,35,11,S1,25.0,Moderate,-0.039480354005612985
875,NC,F,596.0,51,25,C1,25.0,Moderate,0.061948176019699305
876,OK,Male,337.0,61,15,C2,15.0,Low,-0.7299094391252773
877,TN,Female,251.0,83,15,R3,25.0,Low,-0.9857408105652177
878,TN,Female,337.0,64,6,C2,5.0,Low,-0.776557335005888
879,CA,F,295.0,44,9,C2,12.0,Low,0.14516199327682422
880,MO,Male,413.0,78,8,T2,5.0,Moderate,-0.12535748988678344
881,IL,Male,391.0,63,10,T2,11.0,Moderate,-0.5055894651153123
882,TX,Male,329.0,71,7,R2,8.0,Low,-0.5358921010692261
883,NC,Male,286.0,75,3,T3,5.0,Low,-0.8771887650022131
884,OK,Male,456.0,56,15,T2,25.0,Moderate,-0.2746301884068499
885,WY,Female,478.0,40,15,R1,20.0,Moderate,0.08281373843479793
886,WI,Male,383.0,72,10,S2,15.0,Moderate,-0.5805615969655451
887,SC,Male,557.0,38,11,T1,10.0,Moderate,0.20531734268190194
888,MO,Female,259.0,53,5,C2,12.0,Low,-0.845992429084871
889,FL,Male,651.0,9,4,S1,5.0,Moderate,0.7777622040241225
890,CA,Male,416.0,50,14,R1,25.0,Low,0.632240847711146
891,WI,Female,495.0,83,15,T2,25.0,Moderate,0.02345669400341774
892,CA,F,374.0,36,15,R1,20.0,Low,1.0791746372555917
893,NC,F,231.0,81,12,C3,21.0,Low,-0.6783983737416389
894,CA,Female,367.0,37,15,U2,10.0,Low,0.8898551349614549
895,CA,Male,524.0,63,6,C2,9.0,Moderate,0.03149328397265991
896,AZ,F,606.0,27,8,S1,15.0,Moderate,0.28317563750133234
897,LA,Male,483.0,92,4,S2,5.0,Moderate,-0.28759048066405907
898,WA,Female,377.0,40,11,0,19.0,Low,1.3365391687673707
899,CA,Male,720.0,47,17,S1,25.0,Moderate,1.7680027219314383
900,CA,Male,589.0,44,8,S1,7.0,Moderate,1.2941128489970424
901,IL,Female,393.0,55,9,U2,15.0,Low,0.1810175393970237
902,LA,Female,327.0,62,9,C2,15.0,Low,-0.45943231548208624
903,TX,Male,718.0,62,10,C1,10.0,Moderate,0.39277486410169926
904,OR,Female,420.0,51,9,C2,15.0,Moderate,-0.1655309418937432
905,IN,Female,328.0,91,47,R3,100.0,Low,-0.371121241933748
906,FL,Male,642.0,20,20,S1,25.0,Moderate,0.546563509334655
907,TN,Male,339.0,78,17,T2,30.0,Low,-0.5590300466871121
908,IL,Female,670.0,65,3,S1,5.0,Moderate,0.5062641159000604
909,CA,Female,572.0,55,6,S1,13.0,Moderate,1.5300745932351465
910,ND,Female,395.0,76,6,R2,13.0,Moderate,-0.6044143927362858
911,MO,Female,521.0,84,9,S2,22.0,Moderate,-0.443154681486336
912,IL,Male,329.0,53,3,C3,10.0,Low,-1.0586526949443555
913,CA,Female,362.0,63,7,R1,10.0,Low,0.3916899305963391
914,NC,Male,373.0,83,12,T2,10.0,Low,-0.4557999456259804
915,CA,Female,854.0,50,16,U1,25.0,Moderate,2.8848199922005104
916,WA,F,343.0,57,5,R2,3.0,Low,-0.8771887650022131
917,CA,Female,359.0,63,12,U3,12.0,Low,0.043476305822365266
918,AZ,Male,393.0,8,9,C2,10.0,Low,-0.16101756288142136
919,WA,Male,299.0,55,15,C2,20.0,Low,-0.3371691980200633
920,AZ,F,428.0,34,9,R2,10.0,Low,0.38407692378177755
921,MO,Male,904.0,42,15,U1,15.0,High,1.2452389012647114
922,CA,Male,461.0,50,7,S2,8.0,Moderate,0.5830705984907246
923,MO,Female,355.0,58,11,C1,11.0,Low,-0.49624421092475324
924,MI,Female,431.0,84,10,S2,15.0,Low,-0.04646761675390776
925,WA,Male,571.0,28,4,C1,10.0,Moderate,-0.18981857764853888
926,NM,Female,243.0,62,9,R2,20.0,Low,-0.45943231548208624
927,CA,Female,567.0,66,20,T1,20.0,Moderate,1.1649833938006142
928,WA,Female,381.0,54,7,R2,10.0,Moderate,-0.4306136990403411
929,FL,Female,446.0,1,9,C2,17.0,Moderate,0.495024450984109
930,IL,Male,431.0,57,10,T2,10.0,Low,-0.1445757130458182
931,ID,Male,445.0,48,12,T1,25.0,Moderate,-0.3676923317317706
932,TN,Female,251.0,83,8,R3,18.0,Low,-0.9857408105652177
933,AR,Male,233.0,52,29,C2,30.0,Low,-1.0531126335247358
934,IA,Female,452.0,78,8,T2,25.0,Low,-0.5454892044764201
935,IL,Male,683.0,72,13,S1,25.0,Moderate,0.8376125523695875
936,WA,Female,446.0,47,11,T1,10.0,Moderate,-0.3354909437143729
937,OR,Male,510.0,56,10,U1,20.0,Moderate,-0.025593876235808232
938,FL,Male,387.0,21,12,C2,30.0,Low,-0.1268277531983358
939,WA,Male,438.0,54,15,C2,50.0,Moderate,0.046127610574949164
940,IL,Female,442.0,64,15,C2,21.0,Low,-0.499975339013845
941,TX,Male,294.0,28,25,T2,10.0,Low,-0.4557999456259804
942,WI,Male,365.0,89,25,R2,45.0,Low,-0.7810811046294767
943,CA,Male,841.0,50,15,U1,17.0,High,2.2666066953424675
944,IA,Female,261.0,59,7,C3,7.0,Low,-1.1067082693340966
945,NC,Male,337.0,30,15,T2,15.0,Low,-0.39011773577772485
946,KY,Male,251.0,87,15,R2,15.0,Low,-1.1930140804686726
947,TX,Male,580.0,64,15,C2,23.0,Moderate,-0.8820512594760466
948,MI,Female,606.0,83,42,T1,20.0,Moderate,-0.05067422880355635
949,WY,Male,610.0,33,15,T1,15.0,Moderate,0.14516199327682422
950,MN,Male,246.0,80,5,R2,8.0,Low,-0.7586055564822991
951,FL,Male,361.0,27,16,U3,25.0,Low,-0.16252061820351227
952,AL,F,299.0,90,3,R3,5.0,Low,-0.8201315758853263
953,CA,F,435.0,60,3,U3,4.0,Moderate,0.7484643159514995
954,IN,Male,304.0,75,8,R3,9.0,Low,-0.8555167458856147
955,GA,Female,286.0,78,9,R3,5.0,Low,-0.845992429084871
956,FL,Male,555.0,12,15,C1,11.0,Moderate,0.14516199327682422
957,ID,Male,360.0,37,46,T2,100.0,Low,-0.371121241933748
958,IN,F,235.0,79,20,T3,25.0,Low,-1.0810483949635938
959,IA,Female,363.0,69,8,C2,10.0,Low,-0.48695668136713066
960,CO,Male,382.0,33,14,R2,25.0,Low,-0.05770921054980711
961,SC,Female,361.0,51,8,C2,9.0,Low,-0.48325764779684605
962,MN,Female,347.0,64,20,T2,20.0,Low,-0.667894915060578
963,CA,Female,368.0,55,9,U3,20.0,Low,0.3231011492112716
964,MI,Male,788.0,65,6,T1,7.0,Moderate,0.4991196139531271
965,NC,F,441.0,77,7,R2,10.0,Moderate,-0.3642710141079584
966,MN,Female,376.0,78,6,R2,7.0,Low,-0.5055894651153123
967,WI,Female,626.0,71,15,C1,25.0,Moderate,0.3038217358027439
968,IN,Male,442.0,78,8,C3,10.0,Moderate,-0.12242095165168207
969,CA,Female,480.0,24,12,C1,15.0,Moderate,0.5001419702431084
970,CA,Male,962.0,50,20,S1,20.0,High,2.4345475226370263
971,IA,Female,465.0,77,7,C2,10.0,Moderate,-0.5397235246142561
972,WA,Male,494.0,24,16,S2,23.0,Moderate,-0.11364304410368364
973,FL,Female,330.0,56,9,S2,12.0,Low,-0.5984148570937919
974,CA,Male,392.0,61,7,C2,5.0,Low,0.6169542748717252
975,WI,Male,609.0,71,10,0,15.0,Moderate,0.4535578061508008
976,Tennessee,Female,188.0,48,10,U4,20.0,Low,-1.1124794433742016
977,AZ,F,443.0,69,14,T2,20.0,Moderate,-0.48325764779684605
978,MI,Male,369.0,88,6,R2,10.0,Low,-0.7211947955600233
979,GA,F,509.0,58,23,C2,200.0,Moderate,0.28317563750133234
980,SC,Male,238.0,46,10,T3,10.0,Low,-0.6847372864326285
981,MI,Male,398.0,83,9,S2,10.0,Low,-0.07329294052566922
982,CA,Male,517.0,41,20,0,35.0,Moderate,1.530683162125647
983,WI,Female,258.0,66,10,S2,15.0,Low,-0.5984148570937919
984,AZ,F,355.0,29,8,T3,10.0,Low,-0.4685515281609808
985,FL,Female,347.0,6,15,C2,15.0,Low,-0.2762443994843078
986,TX,Male,571.0,49,8,S1,12.0,Moderate,-0.07614230931422752
987,GA,Male,325.0,89,8,R2,15.0,Low,-1.0448457632045727
988,CA,Female,537.0,68,15,T1,20.0,Moderate,0.8359036563184093
989,KY,Female,326.0,29,15,R1,26.0,Low,-0.06619109387361334
990,MI,Male,364.0,88,6,T2,7.0,Low,-0.3138366038194736
991,TX,Female,74.0,94,5,C3,6.0,Low,-1.3748228573148267
992,CA,F,625.0,66,9,S1,12.0,Moderate,1.0325422101375004
993,FL,Female,352.0,22,9,S3,12.0,Low,-0.5984148570937919
994,OK,F,656.0,56,11,C2,15.0,Moderate,0.15264212310042205
995,CA,Male,962.0,50,20,S1,20.0,High,2.4345475226370263
996,IA,Female,465.0,77,7,C2,10.0,Moderate,-0.5397235246142561
997,WA,Male,494.0,24,16,S2,23.0,Moderate,-0.11364304410368364
998,FL,Female,330.0,56,9,S2,12.0,Low,-0.5984148570937919
999,CA,Male,343.0,32,3,U1,4.0,Low,1.8262250460618308
1000,FL,Female,409.0,10,6,C1,7.0,Moderate,0.7105121978063765
1001,OR,Female,455.0,45,15,T1,25.0,Moderate,0.04082080499149707
1002,TX,Male,301.0,92,19,T2,25.0,Low,-0.7320964302729692
1003,AZ,F,308.0,20,11,T2,25.0,Low,-0.10636412511055748
1004,CA,Male,697.0,46,8,S1,15.0,Moderate,1.509280362342098
1005,CA,Female,398.0,55,13,T2,13.0,Low,1.0333154979711554
1006,OR,Female,471.0,40,7,S2,5.0,Moderate,0.45460610307267096
1007,CA,Female,805.0,55,7,S1,7.0,Moderate,2.008196537366212
1008,MI,Male,363.0,94,13,T2,26.0,Low,-0.774300870362287
1009,CA,F,591.0,72,5,S1,5.0,Moderate,1.826757155398583
1010,CA,Male,491.0,62,4,C1,10.0,Moderate,1.2256427259705716
1011,CA,F,426.0,39,6,U3,10.0,Moderate,0.605406484969974
1012,MO,Female,301.0,71,10,S2,15.0,Low,-0.9674681098171982
1013,CA,Female,475.0,45,5,T1,7.0,Moderate,1.3879046024007828
1014,TX,Male,308.0,75,13,T2,17.0,Low,-0.6450517707668415
1015,MI,Female,338.0,80,8,S2,5.0,Low,-0.4270494369634587
1016,FL,Female,499.0,35,13,T2,20.0,Low,0.1576107900263032
1017,KY,Male,397.0,23,11,T2,15.0,Low,-0.3321398567716309
1018,TX,Male,556.0,46,14,S1,20.0,Moderate,-0.09911757628773517
1019,OK,Male,618.0,48,15,S1,20.0,Moderate,0.15885070991064018
1020,CA,Female,958.0,36,17,S1,25.0,High,2.8126890547300354
1021,CA,Female,835.0,50,10,S1,12.5,High,2.180990803159122
1022,TX,Female,697.0,63,17,C1,25.0,Moderate,-0.004980044157254973
1023,WA,Female,313.0,39,16,C2,10.0,Low,-0.2458532247969305
1024,NV,Female,562.0,8,7,S2,8.0,Moderate,0.5345663613783064
1025,CA,Female,666.0,41,32,C1,20.0,Moderate,2.0750370327484764
1026,MD,Male,700.0,30,9,T2,15.0,Moderate,0.8195933154722808
1027,TX,Male,264.0,47,26,C3,15.0,Low,-0.8555167458856147
1028,FL,Female,469.0,11,11,C2,25.0,Moderate,0.32648166305931126
1029,WA,F,490.0,59,7,0,10.0,Moderate,0.7556082223799562
1030,CA,Male,355.0,57,6,U2,9.0,Low,0.5184472368733333
1031,TX,F,94.0,69,13,C3,25.0,Low,-1.3431922987692375
1032,TN,Female,427.0,58,17,S1,32.0,Moderate,-0.09622794575995618
1033,MN,Male,395.0,87,12,R3,10.0,Low,-0.7299094391252773
1034,FL,Male,375.0,44,5,S2,5.0,Low,-0.3354909437143729
1035,FL,Female,562.0,8,22,C1,33.0,Moderate,0.8831924896633565
1036,LA,Male,0.0,0,5,T2,6.0,Low,-4.179470003798405
1037,WA,Female,352.0,47,8,C3,12.0,Low,0.008621782866558361
1038,NC,F,332.0,90,14,C3,25.0,Low,-0.5493454408970703
1039,CA,Female,811.0,54,11,U1,10.0,High,2.3535187323420868
1040,IL,Male,337.0,91,4,C3,5.0,Low,-0.7810811046294767
1041,CO,Female,561.0,28,6,S1,3.0,Moderate,0.2946756006737623
1042,CA,Female,950.0,45,34,S1,38.0,High,1.800534725654474
1043,CA,Male,444.0,54,9,R2,5.0,Low,0.26927546934946234
1044,FL,Male,442.0,14,12,C2,5.0,Low,-0.014567966525277311
1045,AR,Male,296.0,84,7,R3,10.0,Low,-1.1358232570918214
1046,ND,Male,259.0,87,5,R3,15.0,Low,-1.4146313266937913
1047,CA,Female,709.0,43,6,S1,6.0,Moderate,1.2094052348994397
1048,NV,Male,450.0,28,6,S2,7.0,Moderate,0.2458602875757769
1049,FL,Female,312.0,46,10,S2,12.0,Low,-0.15501931433725177
1050,CA,Female,410.0,43,10,S2,10.0,Moderate,0.9236491429117769
1051,WA,Female,365.0,63,20,T2,15.0,Low,-0.9417852758774374
1052,MO,Female,357.0,64,10,C2,20.0,Low,-0.48880960900800685
1053,MI,Male,1079.0,44,18,C1,25.0,Very High,1.5500673902399469
1054,KS,Female,582.0,45,7,C1,10.0,Moderate,0.04745169422839112
1055,TN,Female,537.0,43,20,S1,25.0,Moderate,0.2599470170439765
1056,CA,Female,777.0,41,12,S1,50.0,Moderate,2.6231237736688784
1057,KS,Male,324.0,62,14,C3,20.0,Low,-0.8224628656722361
1058,FL,Male,539.0,26,20,T1,25.0,Moderate,0.08410931425920924
1059,AR,Male,305.0,31,14,R2,14.0,Low,-0.4128750013720135
1060,KY,Male,258.0,81,3,T2,6.0,Low,-0.8062247623098097
1061,TX,Male,553.0,57,5,0,10.0,Moderate,-0.3797269933666881
1062,UT,Female,339.0,54,10,S2,10.0,Low,-0.28921805505197473
1063,CA,Male,891.0,41,12,S1,13.0,High,2.2845916100894357
1064,TX,Female,265.0,87,10,R3,12.0,Low,-1.0895460081751513
1065,SC,Female,511.0,68,7,T1,10.0,Moderate,-0.07471700599573397
1066,CA,Male,450.0,46,10,S2,15.0,Moderate,0.973672558206826
1067,FL,Male,432.0,21,6,S2,10.0,Moderate,-0.08042567142298507
1068,CA,Male,288.0,47,8,R3,10.0,Low,-0.39359696903751845
1069,FL,Male,446.0,32,13,S2,15.0,Moderate,-0.16252061820351227
1070,CA,Male,609.0,42,9,S1,11.0,Moderate,2.5375320529250063
1071,CA,Female,0.0,0,15,U2,25.0,Low,-4.179470003798405
1072,MO,Female,412.0,76,28,S2,28.0,Low,0.08540389823032289
1073,FL,Male,782.0,33,15,S1,15.0,High,1.382041364500551
1074,TX,Male,292.0,71,4,R2,5.0,Low,-0.7082215091614743
1075,NM,Female,313.0,32,5,C2,5.0,Low,0.10726176083071647
1076,TX,Female,784.0,27,6,U3,6.0,High,0.7086858776178196
1077,CA,Female,356.0,62,20,C2,25.0,Low,-0.07044851316119265
1078,IN,Female,399.0,61,20,R1,25.0,Low,-0.7125329037474112
1079,WI,Female,273.0,90,4,T3,5.0,Low,-1.1387709461817201
1080,CA,Male,309.0,60,12,S1,16.0,Low,-0.47588668696106584
1081,SC,Male,488.0,35,15,T1,17.0,Moderate,-0.25857832409826936
1082,WA,Female,308.0,48,9,U3,20.0,Low,0.018077422789470703
1083,NC,F,566.0,42,14,S2,20.0,Moderate,0.6398374572779305
1084,WA,Female,430.0,57,8,R2,14.0,Low,-0.24426975459821712
1085,TX,Female,262.0,59,9,C3,16.0,Low,-0.7430819643675886
1086,SC,Male,382.0,73,7,T2,11.0,Low,-0.41994578570419383
1087,OK,Female,486.0,54,5,C2,5.0,Moderate,-0.34727696265997876
1088,CA,Female,223.0,38,3,U4,3.0,Low,0.1810175393970237
1089,MI,Female,466.0,87,19,T2,46.0,Moderate,-0.49624421092475324
1090,LA,Male,459.0,71,10,R1,17.0,Low,-0.2827178481128565
1091,TX,F,341.0,72,5,R2,6.0,Low,-0.8531295365084859
1092,WA,Female,384.0,51,9,T2,13.0,Low,-0.07187011040965571
1093,AK,F,469.0,29,15,R2,25.0,Moderate,-0.3659807262886526
1094,MI,Female,274.0,76,16,U4,35.0,Low,-1.1930140804686726
1095,IL,Male,528.0,75,7,U2,10.0,Moderate,0.17611621542731487
1096,LA,Male,328.0,79,9,T2,15.0,Low,-0.35745100115096323
1097,IA,Male,313.0,20,14,S3,20.0,Low,-0.9571365013554903
1098,CA,Female,691.0,40,13,U1,16.0,Moderate,1.4284985229146574
1099,MT,F,387.0,54,11,R1,5.0,Low,-0.25857832409826936
1100,WI,Female,346.0,81,8,T2,12.0,Low,-0.701778601622563
1101,IL,Female,380.0,84,9,R2,22.0,Low,-0.9190784048399766
1102,MI,F,267.0,70,9,R3,20.0,Low,-1.0558797641147095
1103,WA,Male,296.0,43,4,R3,10.0,Low,-0.8918280088526526
1104,GA,Female,342.0,39,5,C3,7.0,Low,-0.2617756630876027
1105,NM,Male,337.0,46,17,U2,20.0,Low,-0.35066089527983985
1106,OK,F,366.0,34,10,C2,15.0,Low,-0.409351824357078
1107,TX,Female,609.0,43,4,C1,3.0,Moderate,0.07371678671736018
1108,CA,Female,369.0,32,9,U3,15.0,Low,0.7277750106226376
1109,LA,F,331.0,75,17,T2,10.0,Low,-0.5378065814647736
1110,CA,Female,669.0,37,24,S1,25.0,Moderate,1.8809039646476777
1111,VA,Female,376.0,63,4,S1,5.0,Low,-0.1761116339566059
1112,MI,Male,672.0,71,10,T1,10.0,Moderate,0.7367980256877389
1113,CA,F,395.0,36,15,U4,20.0,Low,1.1482555691889205
1114,IL,Female,718.0,51,7,C1,10.0,Moderate,0.6293841377545364
1115,OR,Female,292.0,42,9,C3,10.0,Low,-0.5416429378893157
1116,MI,Female,651.0,72,10,S1,10.0,Moderate,0.1439121202016836
1117,IL,Male,252.0,58,10,S3,20.0,Low,-1.1124794433742016
1118,IL,F,455.0,70,12,S2,16.0,Moderate,0.8350486416725024
1119,KS,Female,777.0,29,7,S2,10.0,Moderate,0.5703258547596423
1120,CA,Female,599.0,49,10,U1,5.0,Moderate,1.5416081735277514
1121,CA,F,449.0,37,8,U2,15.0,Low,1.5355455464570638
1122,TN,Male,389.0,81,13,R2,30.0,Low,-0.5984148570937919
1123,TN,Male,318.0,71,11,T2,15.0,Low,0.06588018327060864
1124,TX,Female,315.0,62,7,C1,9.0,Low,-0.7190244061523552
1125,FL,Male,410.0,6,10,C2,12.0,Low,-0.06194468162943314
1126,CA,Male,362.0,59,14,R1,20.0,Low,-0.05489160933480157
1127,NM,Female,290.0,52,11,R2,20.0,Low,-0.3866463560613026
1128,NM,Male,325.0,45,8,C1,7.0,Low,-0.5339800760904388
1129,CA,Female,523.0,36,14,S1,18.0,Moderate,1.4938612575781776
1130,IL,Male,489.0,71,10,S2,20.0,Moderate,-0.3745577839689655
1131,MO,Female,285.0,64,8,C3,8.0,Low,-0.7947401136233069
1132,NC,Male,349.0,64,9,T2,10.0,Low,-0.5131077942523437
1133,MI,Female,474.0,73,4,U2,10.0,Moderate,-0.32379355603606685
1134,CA,Female,544.0,58,11,S1,10.0,Moderate,0.6829303550351807
1135,SC,Female,498.0,63,8,T2,8.0,Moderate,-0.3659807262886526
1136,SD,Male,536.0,51,12,T1,11.0,Moderate,-0.07756885298344215
1137,CA,Female,381.0,54,20,S2,20.0,Low,1.026345102360319
1138,FL,Male,529.0,27,10,S1,10.0,Moderate,0.14890614365515026
1139,IN,Female,406.0,77,9,T2,16.0,Low,-0.5225590833761962
1140,IL,Female,296.0,13,20,T2,20.0,Low,-1.0149664700943204
1141,AL,Female,386.0,74,9,R3,15.0,Low,-0.9571365013554903
1142,MI,Female,386.0,68,15,0,5.0,Moderate,-0.543564828696288
1143,WA,F,272.0,48,13,0,23.0,Low,-0.6429928156410881
1144,MI,Male,275.0,91,9,R3,10.0,Low,-1.0503512750692496
1145,GA,Male,548.0,46,5,T1,9.0,Moderate,0.09057235074990733
1146,CA,F,447.0,58,10,S2,20.0,Moderate,0.9162807573875182
1147,GA,F,764.0,39,15,C1,25.0,Moderate,1.5055898535576382
1148,MN,Female,304.0,80,10,R2,15.0,Low,-0.7675529970318065
1149,CA,Male,580.0,50,20,U1,25.0,Moderate,1.926673032349916
1150,AE,Female,0.0,0,12,C1,50.0,Low,-4.179470003798405
